Time(s)	Ixx	Iyy	Roll_Rate	Roll	Flightpath_Speed	Mach	Dyn_Pres	Thrust(kN)	mass(Mg)	CoM (m)	CoP (m)	Cd	Sideslip	Sideslip_rate	AoA	AoA_Rate	Density
0	1.05	182	0	0	0	0	0	0	0.146	1.666	0.77	0	0	0	-5	0	1.224804039
0.0002	1.049996119	181.9995224	0	0	0	0	0	0	0.145999224	1.666001781	0.77	0	0	0	-5	0	1.224804039
0.0004	1.049992239	181.9990448	0	0	0	0	0	0	0.145998448	1.666003562	0.77	0	0	0	-5	0	1.224804039
0.0006	1.049988358	181.9985672	0	0	0	0	0	0	0.145997672	1.666005343	0.77	0	0	0	-5	0	1.224804039
0.0008	1.049984478	181.9980896	0	0	0	0	0	0	0.145996896	1.666007124	0.77	0	0	0	-5	0	1.224804039
0.001	1.049980597	181.9976119	0	0	0	0	0	0	0.145996119	1.666008905	0.77	0	0	0	-5	0	1.224804039
0.0012	1.049976716	181.9971343	0	0	0	0	0	0	0.145995343	1.666010687	0.77	0	0	0	-5	0	1.224804039
0.0014	1.049972836	181.9966567	0	0	0	0	0	0	0.145994567	1.666012468	0.77	0	0	0	-5	0	1.224804039
0.0016	1.049968955	181.9961791	0	0	0	0	0	0	0.145993791	1.666014249	0.77	0	0	0	-5	0	1.224804039
0.0018	1.049965075	181.9957015	0	0	0	0	0	0	0.145993015	1.66601603	0.77	0	0	0	-5	0	1.224804039
0.002	1.049961194	181.9952239	0	0	0	0	0	0	0.145992239	1.666017811	0.77	0	0	0	-5	0	1.224804039
0.0022	1.049957313	181.9947463	0	0	0	0	0	0	0.145991463	1.666019592	0.77	0	0	0	-5	0	1.224804039
0.0024	1.049953433	181.9942687	0	0	0	0	0	0	0.145990687	1.666021373	0.77	0	0	0	-5	0	1.224804039
0.0026	1.049949552	181.993791	0	0	0	0	0	0	0.14598991	1.666023154	0.77	0	0	0	-5	0	1.224804039
0.0028	1.049945672	181.9933134	0	0	0	0	0	0	0.145989134	1.666024935	0.77	0	0	0	-5	0	1.224804039
0.003	1.049941791	181.9928358	0	0	0	0	0	0	0.145988358	1.666026716	0.77	0	0	0	-5	0	1.224804039
0.0032	1.04993791	181.9923582	0	0	0	0	0	0	0.145987582	1.666028498	0.77	0	0	0	-5	0	1.224804039
0.0034	1.04993403	181.9918806	0	0	0	0	0	0	0.145986806	1.666030279	0.77	0	0	0	-5	0	1.224804039
0.0036	1.049930149	181.991403	0	0	0	0	0	0	0.14598603	1.66603206	0.77	0	0	0	-5	0	1.224804039
0.0038	1.049926269	181.9909254	0	0	0	0	0	0	0.145985254	1.666033841	0.77	0	0	0	-5	0	1.224804039
0.004	1.049922388	181.9904478	0	0	0	0	0	0	0.145984478	1.666035622	0.77	0	0	0	-5	0	1.224804039
0.0042	1.049918507	181.9899701	0	0	0	0	0	0	0.145983701	1.666037403	0.77	0	0	0	-5	0	1.224804039
0.0044	1.049914627	181.9894925	0	0	0	0	0	0	0.145982925	1.666039184	0.77	0	0	0	-5	0	1.224804039
0.0046	1.049910746	181.9890149	0	0	0	0	0	0	0.145982149	1.666040965	0.77	0	0	0	-5	0	1.224804039
0.0048	1.049906866	181.9885373	0	0	0	0	0	0	0.145981373	1.666042746	0.77	0	0	0	-5	0	1.224804039
0.005	1.049902985	181.9880597	0	0	0	0	0	0	0.145980597	1.666044527	0.77	0	0	0	-5	0	1.224804039
0.0052	1.049899104	181.9875821	0	0	0	0	0	0	0.145979821	1.666046308	0.77	0	0	0	-5	0	1.224804039
0.0054	1.049895224	181.9871045	0	0	0	0	0	0	0.145979045	1.66604809	0.77	0	0	0	-5	0	1.224804039
0.0056	1.049891343	181.9866269	0	0	0	0	0	0	0.145978269	1.666049871	0.77	0	0	0	-5	0	1.224804039
0.0058	1.049887463	181.9861493	0	0	0	0	0	0	0.145977493	1.666051652	0.77	0	0	0	-5	0	1.224804039
0.006	1.049883582	181.9856716	0	0	0	0	0	0	0.145976716	1.666053433	0.77	0	0	0	-5	0	1.224804039
0.0062	1.049879701	181.985194	0	0	0	0	0	0	0.14597594	1.666055214	0.77	0	0	0	-5	0	1.224804039
0.0064	1.049875821	181.9847164	0	0	0	0	0	0	0.145975164	1.666056995	0.77	0	0	0	-5	0	1.224804039
0.0066	1.04987194	181.9842388	0	0	0	0	0	0	0.145974388	1.666058776	0.77	0	0	0	-5	0	1.224804039
0.0068	1.04986806	181.9837612	0	0	0	0	0	0	0.145973612	1.666060557	0.77	0	0	0	-5	0	1.224804039
0.007	1.049864179	181.9832836	0	0	0	0	0	0	0.145972836	1.666062338	0.77	0	0	0	-5	0	1.224804039
0.0072	1.049860299	181.982806	0	0	0	0	0	0	0.14597206	1.666064119	0.77	0	0	0	-5	0	1.224804039
0.0074	1.049856418	181.9823284	0	0	0	0	0	0	0.145971284	1.6660659	0.77	0	0	0	-5	0	1.224804039
0.0076	1.049852537	181.9818507	0	0	0	0	0	0	0.145970507	1.666067682	0.77	0	0	0	-5	0	1.224804039
0.0078	1.049848657	181.9813731	0	0	0	0	0	0	0.145969731	1.666069463	0.77	0	0	0	-5	0	1.224804039
0.008	1.049844776	181.9808955	0	0	0	0	0	0	0.145968955	1.666071244	0.77	0	0	0	-5	0	1.224804039
0.0082	1.049840896	181.9804179	0	0	0	0	0	0	0.145968179	1.666073025	0.77	0	0	0	-5	0	1.224804039
0.0084	1.049837015	181.9799403	0	0	0	0	0	0	0.145967403	1.666074806	0.77	0	0	0	-5	0	1.224804039
0.0086	1.049833134	181.9794627	0	0	0	0	0	0	0.145966627	1.666076587	0.77	0	0	0	-5	0	1.224804039
0.0088	1.049829254	181.9789851	0	0	0	0	0	0	0.145965851	1.666078368	0.77	0	0	0	-5	0	1.224804039
0.009	1.049825373	181.9785075	0	0	0	0	0	0	0.145965075	1.666080149	0.77	0	0	0	-5	0	1.224804039
0.0092	1.049821493	181.9780299	0	0	0	0	0	0	0.145964298	1.66608193	0.77	0	0	0	-5	0	1.224804039
0.0094	1.049817612	181.9775522	0	0	0	0	0	0	0.145963522	1.666083711	0.77	0	0	0	-5	0	1.224804039
0.0096	1.049813731	181.9770746	0	0	0	0	0	0	0.145962746	1.666085493	0.77	0	0	0	-5	0	1.224804039
0.0098	1.049809851	181.976597	0	0	0	0	0	0	0.14596197	1.666087274	0.77	0	0	0	-5	0	1.224804039
0.01	1.04980597	181.9761194	0	0	0	0	0	0	0.145961194	1.666089055	0.77	0	0	0	-5	0	1.224804039
0.0204	1.049604179	181.9512836	0	0	8.63303E-05	0.000253698	0.004564188	0.672531068	0.145920836	1.666181672	0.77	0.380007962	-6.11547E-16	-5.88025E-14	-180	-16826.92308	1.224804096
0.0308	1.049402388	181.9264478	0	0	0.000101851	0.000299309	0.006352859	1.738430013	0.145880478	1.666274289	0.77	0.380007957	-6.11547E-16	-5.9418E-28	-180	4.89316E-12	1.224804219
0.0412	1.049200597	181.9016119	0	0	4.13486E-05	0.000121511	0.001047027	2.804328998	0.145840119	1.666366905	0.77	0.380007953	-6.11547E-16	5.9418E-28	-180	-4.89316E-12	1.224804314
0.0516	1.048998806	181.8767761	0	0	9.52197E-05	0.000279821	0.005552525	3.870228154	0.145799761	1.666459522	0.77	0.380007954	0	5.88025E-14	0	17307.69231	1.224804289
0.062	1.048797015	181.8519403	0	0	0.000307896	0.00090481	0.058055588	4.936127614	0.145759403	1.666552139	0.77	0.380007964	0	0	0	0	1.224804051
0.0724	1.048595224	181.8271045	0	0	0.000596722	0.00175358	0.218062016	6.00202751	0.145719045	1.666644756	0.77	0.380007986	0	0	6.44062E-14	6.19291E-12	1.224803508
0.0828	1.048393433	181.8022687	0	0	0.00096174	0.002826254	0.5664362	7.067927976	0.145678686	1.666737373	0.77	0.380008024	0	0	6.44062E-14	0	1.224802566
0.0932	1.048191642	181.7774328	0	0	0.001402991	0.004122957	1.205439929	8.133829145	0.145638328	1.66682999	0.77	0.380008083	0	0	0	-6.19291E-12	1.224801134
0.1036	1.047989851	181.752597	0	0	0.001915947	0.005630377	2.248029565	8.829811887	0.14559797	1.666922607	0.77	0.380008165	0	0	0	0	1.224799119
0.114	1.04778806	181.7277612	0	0	0.002445193	0.007185667	3.661508499	8.827059165	0.145557612	1.667015224	0.77	0.380008273	0	0	6.44062E-14	6.19291E-12	1.224796463
0.1244	1.047586269	181.7029254	0	0	0.002974414	0.00874089	5.417959214	8.824307365	0.145517253	1.667107841	0.77	0.380008408	0	0	6.44062E-14	0	1.224793162
0.1348	1.047384478	181.6780896	0	0	0.003503613	0.010296045	7.517329962	8.821556486	0.145476895	1.667200458	0.77	0.380008569	0	0	0	-6.19291E-12	1.224789217
0.1452	1.047182687	181.6532537	0	0	0.004032788	0.011851133	9.959567254	8.818806529	0.145436537	1.667293075	0.77	0.380008757	0	0	0	0	1.224784628
0.1556	1.046980896	181.6284179	0	0	0.004561939	0.013406153	12.74461586	8.816057494	0.145396179	1.667385692	0.77	0.38000897	0	0	-7.55382E-14	-7.26329E-12	1.224779394
0.166	1.046779104	181.6035821	0	0	0.005091065	0.014961104	15.87241881	8.81330938	0.14535582	1.667478308	0.77	0.38000921	0	0	0	7.26329E-12	1.224773516
0.1764	1.046577313	181.5787463	0	0	0.005620167	0.016515985	19.3429174	8.810562188	0.145315462	1.667570925	0.77	0.380009476	0	0	6.44062E-14	6.19291E-12	1.224766993
0.1868	1.046375522	181.5539104	0	0	0.006149245	0.018070798	23.15605117	8.807815917	0.145275104	1.667663542	0.77	0.380009769	0	0	0	-6.19291E-12	1.224759826
0.1972	1.046173731	181.5290746	0	0	0.006678297	0.01962554	27.31175793	8.805070567	0.145234746	1.667756159	0.77	0.380010088	0	0	0	0	1.224752015
0.2076	1.04597194	181.5042388	0	0	0.007207324	0.021180211	31.80997376	8.802326139	0.145194387	1.667848776	0.77	0.380010433	0	0	0	0	1.224743559
0.218	1.045770149	181.479403	0	0	0.007736326	0.022734812	36.65063298	8.799582632	0.145154029	1.667941393	0.77	0.380010805	0	0	-7.55382E-14	-7.26329E-12	1.224734459
0.2284	1.045568358	181.4545672	0	0	0.008265302	0.024289341	41.83366817	8.796840046	0.145113671	1.66803401	0.77	0.380011202	0	0	6.44062E-14	1.34562E-11	1.224724715
0.2388	1.045366567	181.4297313	0	0	0.008794252	0.025843798	47.3590102	8.794098382	0.145073313	1.668126627	0.77	0.380011626	0	0	-7.55382E-14	-1.34562E-11	1.224714327
0.2492	1.045164776	181.4048955	0	0	0.009323176	0.027398183	53.22658815	8.791357638	0.145032954	1.668219244	0.77	0.380012077	0	0	6.44062E-14	1.34562E-11	1.224703294
0.2596	1.044962985	181.3800597	0	0	0.009852073	0.028952495	59.4363294	8.788617816	0.144992596	1.668311861	0.77	0.380012553	0	0	0	-6.19291E-12	1.224691618
0.27	1.044761194	181.3552239	0	0	0.010380943	0.030506734	65.98815957	8.785878914	0.144952238	1.668404478	0.77	0.380013056	0	0	0	0	1.224679298
0.2804	1.044559403	181.3303881	0	0	0.010909787	0.032060899	72.88200256	8.783140933	0.14491188	1.668497095	0.77	0.380013586	0	0	0	0	1.224666333
0.2908	1.044357612	181.3055522	0	0	0.011438603	0.033614989	80.11778049	8.780403873	0.144871522	1.668589711	0.77	0.380014141	0	0	0	0	1.224652725
0.3012	1.044155821	181.2807164	0	0	0.011967391	0.035169005	87.69541379	8.777667734	0.144831163	1.668682328	0.77	0.380014723	0	0	0	0	1.224638473
0.3116	1.04395403	181.2558806	0	0	0.012496152	0.036722946	95.61482111	8.774932515	0.144790805	1.668774945	0.77	0.380015331	0	0	0	0	1.224623577
0.322	1.043752239	181.2310448	0	0	0.013024885	0.038276811	103.8759194	8.772198217	0.144750447	1.668867562	0.77	0.380015966	0	0	0	0	1.224608037
0.3324	1.043550448	181.206209	0	0	0.013553589	0.0398306	112.4786238	8.769464839	0.144710089	1.668960179	0.77	0.380016626	0	0	0	0	1.224591853
0.3428	1.043348657	181.1813731	0	0	0.014082265	0.041384313	121.4228478	8.766732381	0.14466973	1.669052796	0.77	0.380017313	0	0	-7.55382E-14	-7.26329E-12	1.224575026
0.3532	1.043146866	181.1565373	0	0	0.014610912	0.042937948	130.708503	8.764000844	0.144629372	1.669145413	0.77	0.380018026	0	0	-7.55382E-14	0	1.224557555
0.3636	1.042945075	181.1317015	0	0	0.01513953	0.044491506	140.3354996	8.761270227	0.144589014	1.66923803	0.77	0.380018766	0	0	0	7.26329E-12	1.224539441
0.374	1.042743284	181.1068657	0	0	0.015668118	0.046044985	150.3037456	8.75854053	0.144548656	1.669330647	0.77	0.380019532	0	0	0	0	1.224520683
0.3844	1.042541493	181.0820299	0	0	0.016196677	0.047598387	160.6131476	8.755811753	0.144508297	1.669423264	0.77	0.380020324	0	0	-7.55382E-14	-7.26329E-12	1.224501282
0.3948	1.042339701	181.057194	0	0	0.016725206	0.049151709	171.2636103	8.753083896	0.144467939	1.669515881	0.77	0.380021142	0	0	0	7.26329E-12	1.224481238
0.4052	1.04213791	181.0323582	0	0	0.017253705	0.050704952	182.2550367	8.750356959	0.144427581	1.669608498	0.77	0.380021987	0	0	6.44062E-14	6.19291E-12	1.22446055
0.4156	1.041936119	181.0075224	0	0	0.017782174	0.052258115	193.5873282	8.747630941	0.144387223	1.669701114	0.77	0.380022858	0	0	0	-6.19291E-12	1.224439218
0.426	1.041734328	180.9826866	0	0	0.018310611	0.053811198	205.2603841	8.744905843	0.144346864	1.669793731	0.77	0.380023755	0	0	6.44062E-14	6.19291E-12	1.224417244
0.4364	1.041532537	180.9578507	0	0	0.018839019	0.0553642	217.2741025	8.742181664	0.144306506	1.669886348	0.77	0.380024679	0	0	6.44062E-14	0	1.224394627
0.4468	1.041330746	180.9330149	0	0	0.019367394	0.056917121	229.6283792	8.739458405	0.144266148	1.669978965	0.77	0.380025628	0	0	0	-6.19291E-12	1.224371366
0.4572	1.041128955	180.9081791	0	0	0.019895739	0.058469959	242.3231087	8.736736065	0.14422579	1.670071582	0.77	0.380026604	0	0	0	0	1.224347463
0.4676	1.040927164	180.8833433	0	0	0.020424052	0.060022716	255.3581835	8.734014644	0.144185431	1.670164199	0.77	0.380027607	0	0	-7.55382E-14	-7.26329E-12	1.224322916
0.478	1.040725373	180.8585075	0	0	0.020952332	0.06157539	268.7334945	8.731294143	0.144145073	1.670256816	0.77	0.380028635	0	0	0	7.26329E-12	1.224297727
0.4884	1.040523582	180.8336716	0	0	0.021480581	0.063127981	282.4489308	8.72857456	0.144104715	1.670349433	0.77	0.38002969	0	0	0	0	1.224271895
0.4988	1.040321791	180.8088358	0	0	0.022008797	0.064680488	296.5043798	8.725855896	0.144064357	1.67044205	0.77	0.380030771	0	0	6.44062E-14	6.19291E-12	1.22424542
0.5092	1.04012	180.784	0	0	0.022537008	0.066232991	310.9004837	8.723994395	0.144023998	1.670534667	0.77	0.380031878	0	0	0	-6.19291E-12	1.224218303
0.5196	1.039918209	180.7591642	0	0	0.023065256	0.067785614	325.638364	8.722245496	0.14398364	1.670627284	0.77	0.380033012	0	0	6.44062E-14	6.19291E-12	1.224190543
0.53	1.039716418	180.7343284	-0.040780346	0	0.02359354	0.069338357	340.7180538	8.720497517	0.143943282	1.6707199	0.77	0.380034172	-4.3138E-15	-0.003732135	0	2.144275746	1.22416214
0.539785	1.03952656	180.7109612	0.080962182	0.000192658	0.024090619	0.070799393	355.2181612	8.718853741	0.14390531	1.670807041	0.77	0.380037709	-3.59904E-05	-0.003603155	0.020541955	2.055265343	1.22413483
0.54957	1.039336701	180.687594	0.207568958	0.001600296	0.024587733	0.072260544	370.0209673	8.717210777	0.143867339	1.670894181	0.77	0.38004572	-7.01096E-05	-0.003350257	0.040238013	1.971306063	1.224106953
0.559355	1.039146843	180.6642269	0.339124575	0.004270924	0.025084881	0.073721809	385.1264836	8.715568626	0.143829367	1.670981321	0.77	0.380057662	-0.000101161	-0.002976633	0.059135526	1.891981059	1.224078507
0.56914	1.038956985	180.6408597	0.475712787	0.008253378	0.025582065	0.075183187	400.5347201	8.713927286	0.143791395	1.671068461	0.77	0.380073053	-0.000127978	-0.002485114	0.077277963	1.81691295	1.224049494
0.578925	1.038767127	180.6174925	0.61741649	0.013597308	0.026079282	0.076644678	416.2456856	8.712286759	0.143753424	1.671155601	0.77	0.380091466	-0.000149419	-0.00187822	0.094705277	1.74575937	1.224019912
0.58871	1.038577269	180.5941254	0.764317715	0.020353172	0.026576533	0.07810628	432.2593876	8.710647043	0.143715452	1.671242741	0.77	0.380112519	-0.000164366	-0.001158212	0.111454224	1.678209097	1.223989763
0.598495	1.03838741	180.5707582	0.916497611	0.028572223	0.027073817	0.079567993	448.5758321	8.709008139	0.14367748	1.671329881	0.77	0.380135869	-0.000171723	-0.000327139	0.127558654	1.613978674	1.223959045
0.60828	1.038197552	180.547391	1.074036432	0.038306509	0.027571134	0.081029816	465.195024	8.707370048	0.143639509	1.671417021	0.77	0.380161211	-0.000170412	0.000613128	0.143049769	1.552809453	1.223927759
0.618065	1.038007694	180.5240239	1.237013524	0.049608854	0.028068485	0.082491748	482.116967	8.705732768	0.143601537	1.671504161	0.77	0.380188269	-0.000159373	0.001660855	0.157956347	1.494464999	1.223895905
0.62785	1.037817836	180.5006567	1.405507314	0.062532857	0.028565867	0.08395379	499.341663	8.7040963	0.143563565	1.671591301	0.77	0.380216795	-0.000137564	0.002814416	0.172304954	1.438728811	1.223863484
0.637635	1.037627978	180.4772896	1.579595299	0.077132879	0.029063282	0.08541594	516.8691132	8.702460644	0.143525594	1.671678441	0.77	0.380246567	-0.000103955	0.004072257	0.186120127	1.385402317	1.223830494
0.64742	1.037438119	180.4539224	1.759354032	0.093464034	0.029560728	0.086878197	534.6993171	8.7008258	0.143487622	1.671765581	0.77	0.380277383	-5.75342E-05	0.005432878	0.19942454	1.334303097	1.223796936
0.657205	1.037248261	180.4305552	1.944859112	0.11158218	0.030058207	0.088340562	552.832273	8.699191767	0.14344965	1.671852721	0.77	0.380309059	2.69694E-06	0.006894798	0.212239155	1.285263316	1.22376281
0.66699	1.037058403	180.4071881	2.136185175	0.131543913	0.030555716	0.089803034	571.2679779	8.697558547	0.143411679	1.671939861	0.77	0.38034143	7.77226E-05	0.008456535	0.224583355	1.23812833	1.223728116
0.676775	1.036868545	180.3838209	2.333405881	0.15340655	0.031053257	0.091265611	590.0064276	8.695926138	0.143373707	1.672027001	0.77	0.380374343	0.000168512	0.010116587	0.236475072	1.192755455	1.223692854
0.68656	1.036678687	180.3604537	2.536593907	0.177228129	0.031550829	0.092728294	609.0476165	8.694294542	0.143335735	1.672114141	0.77	0.380407662	0.00027602	0.011873405	0.247930896	1.149012863	1.223657023
0.696345	1.036488828	180.3370866	2.745820939	0.203067391	0.032048431	0.094191083	628.3915377	8.692663757	0.143297764	1.672201281	0.77	0.380441259	0.000401185	0.013725377	0.258966173	1.106778605	1.223620625
0.70613	1.03629897	180.3137194	2.961157657	0.230983773	0.032546063	0.095653975	648.038183	8.691033783	0.143259792	1.672288421	0.77	0.38047502	0.00054493	0.015670807	0.269595103	1.065939737	1.223583659
0.715915	1.036109112	180.2903522	3.182673736	0.261037401	0.033043726	0.097116972	667.987543	8.689404622	0.14322182	1.672375561	0.77	0.380508837	0.000708162	0.0177079	0.279830822	1.026391531	1.223546125
0.7257	1.035919254	180.2669851	3.410437832	0.293289077	0.033541418	0.098580073	688.2396069	8.687776272	0.143183849	1.672462701	0.77	0.380542612	0.000891767	0.019834742	0.289685477	0.988036784	1.223508022
0.735485	1.035729396	180.2436179	3.644517576	0.327800269	0.03403914	0.100043277	708.7943626	8.686148734	0.143145877	1.672549842	0.77	0.380576255	0.001096614	0.022049286	0.2991703	0.950785181	1.223469352
0.74527	1.035539537	180.2202507	3.884979569	0.364633103	0.034536891	0.101506583	729.651797	8.684522008	0.143107905	1.672636982	0.77	0.380609682	0.00132355	0.024349333	0.308295667	0.914552738	1.223430114
0.755055	1.035349679	180.1968836	4.131889377	0.40385035	0.035034672	0.102969992	750.8118952	8.682896093	0.143069934	1.672724122	0.77	0.380642815	0.001573401	0.026732522	0.317071165	0.879261286	1.223390307
0.76484	1.035159821	180.1735164	4.385311523	0.445515419	0.035532481	0.104433502	772.2746416	8.68127099	0.143031962	1.672811262	0.77	0.380675581	0.001846968	0.02919631	0.325505642	0.844838024	1.223349933
0.774625	1.034969963	180.1501493	4.645309483	0.489692345	0.036030319	0.105897114	794.0400188	8.679646698	0.14299399	1.672898402	0.77	0.380707913	0.002145027	0.031737959	0.333607255	0.8112151	1.223308991
0.78441	1.034780104	180.1267821	4.911945685	0.536445778	0.036528186	0.107360828	816.1080084	8.678023218	0.142956019	1.672985542	0.77	0.380739748	0.002468325	0.034354527	0.341383525	0.778329243	1.22326748
0.794195	1.034590246	180.1034149	5.185281499	0.585840974	0.037026081	0.108824641	838.4785907	8.676400549	0.142918047	1.673072682	0.77	0.380771027	0.002817579	0.037042849	0.34884137	0.746121426	1.223225402
0.80398	1.034400388	180.0800478	5.46537724	0.637943785	0.037524003	0.110288555	861.1517447	8.674778692	0.142880075	1.673159822	0.77	0.380801694	0.003193476	0.039799526	0.355987152	0.714536566	1.223182756
0.813765	1.03421053	180.0566806	5.752292164	0.692820648	0.038021954	0.111752569	884.1274482	8.673157646	0.142842104	1.673246962	0.77	0.380831697	0.003596667	0.042620915	0.362826714	0.683523246	1.223139542
0.82355	1.034020672	180.0333134	6.046084463	0.750538575	0.038519932	0.113216683	907.4056776	8.671537412	0.142804132	1.673334102	0.77	0.380860987	0.004027766	0.045503115	0.36936541	0.653033472	1.22309576
0.833335	1.033830813	180.0099463	6.346811269	0.81116514	0.039017938	0.114680895	930.986408	8.669917988	0.14276616	1.673421242	0.77	0.380889518	0.004487348	0.048441955	0.37560814	0.623022442	1.22305141
0.84312	1.033640955	179.9865791	6.654528648	0.874768472	0.039515971	0.116145206	954.8696134	8.668299377	0.142728189	1.673508382	0.77	0.380917247	0.004975945	0.051432987	0.381559384	0.593448349	1.223006492
0.852905	1.033451097	179.9632119	6.969291604	0.941417246	0.04001403	0.117609615	979.0552666	8.666681576	0.142690217	1.673595522	0.77	0.380944132	0.005494046	0.05447147	0.387223222	0.564272196	1.222961007
0.86269	1.033261239	179.9398448	7.291154076	1.011180665	0.040512117	0.119074123	1003.543339	8.665064586	0.142652245	1.673682662	0.77	0.380970134	0.00604209	0.057552366	0.39260337	0.535457624	1.222914953
0.872475	1.033071381	179.9164776	7.620168942	1.08412846	0.04101023	0.120538728	1028.3338	8.663448408	0.142614274	1.673769802	0.77	0.380995217	0.006620467	0.060670327	0.397703197	0.506970765	1.222868332
0.88226	1.032881522	179.8931104	7.956388018	1.160330869	0.041508369	0.12200343	1053.42662	8.661833041	0.142576302	1.673856942	0.77	0.381019347	0.007229511	0.063819686	0.402525753	0.478780107	1.222821143
0.892045	1.032691664	179.8697433	8.299862062	1.239858637	0.042006535	0.123468229	1078.821765	8.660218484	0.14253833	1.673944082	0.77	0.381042491	0.007869501	0.066994452	0.407073794	0.450856365	1.222773386
0.90183	1.032501806	179.8463761	8.650640773	1.322782995	0.042504727	0.124933125	1104.519203	8.658604739	0.142500359	1.674031222	0.77	0.381064618	0.008540655	0.070188302	0.411349794	0.423172368	1.222725061
0.911615	1.032311948	179.823009	9.008772799	1.409175661	0.043002944	0.126398117	1130.518897	8.656991805	0.142462387	1.674118362	0.77	0.381085699	0.009243127	0.073394571	0.415355977	0.395702965	1.222676169
0.9214	1.03212209	179.7996418	9.374305733	1.499108818	0.043501187	0.127863205	1156.820813	8.655379681	0.142424415	1.674205502	0.77	0.381105708	0.009977004	0.076606251	0.419094325	0.368424924	1.222626709
0.931185	1.031932231	179.7762746	9.747286126	1.592655115	0.043999455	0.129328389	1183.424913	8.653768368	0.142386443	1.674292643	0.77	0.38112462	0.010742305	0.079815984	0.422566606	0.341316851	1.222576681
0.94097	1.031742373	179.7529075	10.12775948	1.689887648	0.044497749	0.130793668	1210.331158	8.652157866	0.142348472	1.674379783	0.77	0.381142411	0.011538971	0.083016055	0.425774386	0.314359121	1.222526086
0.950755	1.031552515	179.7295403	10.51577026	1.790879953	0.044996067	0.132259042	1237.539508	8.650548175	0.1423105	1.674466923	0.77	0.38115906	0.012366871	0.086198393	0.428719046	0.2875338	1.222474923
0.96054	1.031362657	179.7061731	10.9113619	1.895705998	0.04549441	0.13372451	1265.049922	8.648939294	0.142272528	1.674554063	0.77	0.381174547	0.013225789	0.089354568	0.431401801	0.260824592	1.222423192
0.970325	1.031172799	179.682806	11.31457681	2.00444017	0.045992778	0.135190073	1292.862359	8.647331224	0.142234557	1.674641203	0.77	0.381188853	0.014115426	0.092475788	0.433823714	0.23421678	1.222370894
0.98011	1.03098294	179.6594388	11.72545634	2.117157266	0.04649117	0.13665573	1320.976774	8.645723964	0.142196585	1.674728343	0.77	0.381201963	0.015035396	0.095552901	0.435985711	0.207697178	1.222318028
0.989895	1.030793082	179.6360716	12.14404087	2.233932482	0.046989587	0.13812148	1349.393122	8.644117514	0.142158613	1.674815483	0.77	0.381213862	0.015985221	0.098576392	0.437888597	0.181254086	1.222264595
0.99968	1.030603224	179.6127045	12.57036973	2.354841405	0.047488028	0.139587324	1378.111358	8.642511875	0.142120642	1.674902623	0.77	0.381224538	0.016964329	0.101536393	0.43953307	0.154877252	1.222210595
1.009465	1.030413366	179.5893373	13.00448131	2.479960002	0.047986501	0.141053287	1407.131945	8.641168848	0.14208267	1.674989763	0.77	0.381233979	0.017972045	0.10442197	0.440919652	0.128540881	1.222156027
1.01925	1.030223507	179.5659701	13.44641322	2.609364612	0.048485016	0.142519397	1436.455439	8.639835482	0.142044698	1.675076903	0.77	0.381242176	0.019007592	0.107223127	0.442048778	0.102254101	1.222100891
1.029035	1.030033649	179.542603	13.89620216	2.743131936	0.048983574	0.143985655	1466.081825	8.638502927	0.142006727	1.675164043	0.77	0.381249123	0.020070091	0.109928969	0.442920908	0.076011403	1.222045188
1.03882	1.029843791	179.5192358	14.35388383	2.881339032	0.049482174	0.14545206	1496.011085	8.637171181	0.141968755	1.675251183	0.77	0.381254814	0.021158554	0.112528244	0.443536449	0.049808025	1.221988918
1.048605	1.029653933	179.4958687	14.81949297	3.024063299	0.049980815	0.146918611	1526.243203	8.635840246	0.141930783	1.675338323	0.77	0.381259246	0.022271883	0.115009375	0.443895768	0.023640508	1.22193208
1.05839	1.029464075	179.4725015	15.2930633	3.171382476	0.050479498	0.14838531	1556.77816	8.634510121	0.141892812	1.675425463	0.77	0.381262419	0.023408863	0.117360471	0.443999204	-0.002493318	1.221874675
1.068175	1.029274216	179.4491343	15.77462759	3.323374622	0.050978223	0.149852154	1587.615934	8.633180805	0.14185484	1.675512603	0.77	0.381264333	0.024568164	0.119569342	0.443847081	-0.028594357	1.221816703
1.07796	1.029084358	179.4257672	16.26421763	3.480118115	0.051476989	0.151319145	1618.756506	8.6318523	0.141816868	1.675599743	0.77	0.381264994	0.025748331	0.12162351	0.44343972	-0.054662259	1.221758163
1.087745	1.0288945	179.4024	16.76186422	3.641691639	0.051975796	0.152786281	1650.199851	8.630524604	0.141778897	1.675686883	0.77	0.381264405	0.02694779	0.123510228	0.442777453	-0.08069543	1.221699056
1.09753	1.028704642	179.3790328	17.2675972	3.808174173	0.052474644	0.154253563	1681.945947	8.629197718	0.141740925	1.675774023	0.77	0.381262575	0.028164838	0.125216498	0.441860633	-0.106691048	1.221639382
1.107315	1.028514784	179.3556657	17.78144545	3.979644985	0.052973533	0.155720991	1713.994768	8.627871642	0.141702953	1.675861163	0.77	0.381259514	0.029397645	0.126729092	0.440689645	-0.132645068	1.221579141
1.1171	1.028324925	179.3322985	18.30343684	4.156183621	0.053472463	0.157188563	1746.346288	8.626546375	0.141664982	1.675948303	0.77	0.381255234	0.03064425	0.128034574	0.439264922	-0.158552235	1.221518332
