Time(s)	Ixx	Iyy	Roll_Rate	Roll	Flightpath_Speed	Mach	Dyn_Pres	Thrust(kN)	mass(Mg)	CoM (m)	CoP (m)	Cd	Sideslip	Sideslip_rate	AoA	AoA_Rate	Density
52.8714	0.66	134	1626.443087	87668.16339	0.627173876	2.011109539	1229.762271	0	0.06799994	1.845	0.874443816	0.726453149	-0.006149285	-0.027310914	-0.000934237	0.174448594	0.00625281
52.892625	0.66	134	1626.20504	87702.68212	0.626965654	2.010293665	1226.55648	0	0.06799994	1.845	0.874117466	0.726796109	-0.005611264	0.076548639	0.002722078	0.159582671	0.006240653
52.91385	0.66	134	1625.967215	87737.1958	0.626757457	2.009478053	1223.360073	0	0.06799994	1.845	0.873791221	0.727139004	-0.003089682	0.153889237	0.005436135	0.088320132	0.006228526
52.935075	0.66	134	1625.729441	87771.70443	0.626549284	2.008662703	1220.173019	0	0.06799994	1.845	0.873465081	0.727481834	0.000535133	0.17730127	0.006245594	-0.014448952	0.006216428
52.9563	0.66	134	1625.491744	87806.20801	0.626341135	2.007847616	1216.995288	0	0.06799994	1.845	0.873139047	0.7278246	0.003989644	0.138282293	0.004855702	-0.112615207	0.00620436
52.977525	0.66	134	1625.254314	87840.70655	0.626133012	2.007032791	1213.826848	0	0.06799994	1.845	0.872813117	0.728167301	0.006054607	0.050310076	0.001746085	-0.17153946	0.006192322
52.99875	0.66	134	1625.017259	87875.20006	0.625924912	2.006218228	1210.667671	0	0.06799994	1.845	0.872487291	0.728509937	0.005995215	-0.055822092	-0.001995078	-0.170270449	0.006180313
53.019975	0.66	134	1624.780468	87909.68854	0.625716837	2.005403926	1207.517724	0	0.06799994	1.845	0.87216157	0.728852508	0.00382217	-0.142789955	-0.005052057	-0.10898313	0.006168333
53.0412	0.66	134	1624.543754	87944.17199	0.625508786	2.004589885	1204.37698	0	0.06799994	1.845	0.871835954	0.729195015	0.000291079	-0.179863569	-0.006344263	-0.009000572	0.006156383
53.062425	0.66	134	1624.307092	87978.65042	0.62530076	2.003776105	1201.245406	0	0.06799994	1.845	0.871510442	0.729537457	-0.003360581	-0.153757928	-0.005407943	0.09463338	0.006144461
53.08365	0.66	134	1624.070652	88013.12383	0.625092758	2.002962586	1198.122975	0	0.06799994	1.845	0.871185034	0.729879834	-0.005847256	-0.073380265	-0.002562133	0.165440413	0.006132569
53.104875	0.66	134	1623.834578	88047.59222	0.62488478	2.002149327	1195.009655	0	0.06799994	1.845	0.870859731	0.730222146	-0.00628776	0.033217899	0.001200345	0.178344179	0.006120706
53.1261	0.66	134	1623.598806	88082.05561	0.624676826	2.001336328	1191.905417	0	0.06799994	1.845	0.870534531	0.730564393	-0.004517171	0.128637688	0.004559497	0.128541018	0.006108872
53.147325	0.66	134	1623.363146	88116.51399	0.624468896	2.000523588	1188.810232	0	0.06799994	1.845	0.870209435	0.730906576	-0.001147914	0.179254655	0.006331272	0.033270412	0.006097066
53.16855	0.66	134	1623.12752	88150.96738	0.62426099	1.999711108	1185.72407	0	0.06799994	1.845	0.869936444	0.73127352	0.002642385	0.167061169	0.005884694	-0.074161696	0.006085289
53.189775	0.66	134	1622.892046	88185.41576	0.624053108	1.998898884	1182.6469	0	0.06799994	1.845	0.869757755	0.731685396	0.005522678	0.096060769	0.003366135	-0.156031315	0.006073541
53.211	0.66	134	1622.656887	88219.85915	0.623845249	1.998086917	1179.578691	0	0.06799994	1.845	0.869579122	0.732097221	0.00647584	-0.009052163	-0.000348849	-0.183441064	0.006061822
53.232225	0.66	134	1622.422031	88254.29754	0.623637413	1.997275205	1176.519414	0	0.06799994	1.845	0.869400545	0.732508994	0.005157534	-0.111489588	-0.003960179	-0.14651107	0.006050131
53.25345	0.66	134	1622.187295	88288.73096	0.6234296	1.99646375	1173.469041	0	0.06799994	1.845	0.869222025	0.732920715	0.002020071	-0.175247456	-0.006198299	-0.057925421	0.006038468
53.274675	0.66	134	1621.952563	88323.1594	0.62322181	1.995652549	1170.427542	0	0.06799994	1.845	0.869043561	0.733332385	-0.001843104	-0.177755184	-0.006270309	0.051433846	0.006026834
53.2959	0.66	134	1621.717933	88357.58285	0.623014043	1.994841603	1167.394889	0	0.06799994	1.845	0.868865153	0.733744003	-0.005078703	-0.117854425	-0.004140461	0.143258844	0.006015228
53.317125	0.66	134	1621.48359	88392.00132	0.622806299	1.994030913	1164.371053	0	0.06799994	1.845	0.868686801	0.73415557	-0.006547634	-0.016290532	-0.00054593	0.185234277	0.006003651
53.33835	0.66	134	1621.24957	88426.41483	0.622598578	1.993220476	1161.356006	0	0.06799994	1.845	0.868508505	0.734567085	-0.005725741	0.091481111	0.003258638	0.16240214	0.005992101
53.359575	0.66	134	1621.015716	88460.82337	0.62239088	1.992410294	1158.349719	0	0.06799994	1.845	0.868330265	0.734978548	-0.002890352	0.167676115	0.00593918	0.082478605	0.005980579
53.3808	0.66	134	1620.781877	88495.22695	0.622183204	1.991600366	1155.352163	0	0.06799994	1.845	0.86815208	0.73538996	0.000973584	0.185424613	0.006549873	-0.026762277	0.005969086
53.402025	0.66	134	1620.548102	88529.62556	0.621975552	1.990790691	1152.363312	0	0.06799994	1.845	0.867973952	0.73580132	0.004515899	0.138236557	0.004866497	-0.127147631	0.00595762
53.42325	0.66	134	1620.314575	88564.01922	0.621767922	1.98998127	1149.383135	0	0.06799994	1.845	0.867795879	0.736212628	0.006493021	0.042358039	0.001468139	-0.183445725	0.005946182
53.444475	0.66	134	1620.081382	88598.40792	0.621560315	1.989172102	1146.411606	0	0.06799994	1.845	0.867617863	0.736623885	0.006204315	-0.068831373	-0.002462338	-0.175724631	0.005934772
53.4657	0.66	134	1619.848401	88632.79167	0.621352731	1.988363187	1143.448696	0	0.06799994	1.845	0.867439901	0.737035089	0.003739921	-0.15644466	-0.005550187	-0.106396583	0.005923389
53.486925	0.66	134	1619.615457	88667.17048	0.621145169	1.987554525	1140.494377	0	0.06799994	1.845	0.867261995	0.737446242	-4.74218E-05	-0.189685551	-0.006709542	0.000537373	0.005912034
53.50815	0.66	134	1619.382547	88701.54435	0.62093763	1.986746115	1137.548623	0	0.06799994	1.845	0.867084145	0.737857344	-0.003837729	-0.156664421	-0.005524946	0.107804751	0.005900706
53.529375	0.66	134	1619.149841	88735.91327	0.620730114	1.985937957	1134.611404	0	0.06799994	1.845	0.866906351	0.738268393	-0.0063039	-0.068636382	-0.002399702	0.177855639	0.005889406
53.5506	0.66	134	1618.917467	88770.27726	0.62052262	1.985130051	1131.682694	0	0.06799994	1.845	0.866728611	0.738679391	-0.006576201	0.04384423	0.001581749	0.186002431	0.005878133
53.571825	0.66	134	1618.685347	88804.63632	0.620315149	1.984322396	1128.762464	0	0.06799994	1.845	0.866550927	0.739090338	-0.004548577	0.141535613	0.005030343	0.129108976	0.005866888
53.59305	0.66	134	1618.453296	88838.99045	0.6201077	1.983514993	1125.850689	0	0.06799994	1.845	0.866373298	0.739501232	-0.000919073	0.190198623	0.006736998	0.026774772	0.005855669
53.614275	0.66	134	1618.221262	88873.33966	0.619900274	1.982707841	1122.94734	0	0.06799994	1.845	0.866195725	0.739912074	0.003050794	0.172589301	0.006096238	-0.085426005	0.005844478
53.6355	0.66	134	1617.989385	88907.68395	0.61969287	1.981900939	1120.05239	0	0.06799994	1.845	0.866018207	0.740322865	0.005974638	0.09455595	0.003320522	-0.168315056	0.005833314
53.656725	0.66	134	1617.757824	88942.02331	0.619485489	1.981094288	1117.165812	0	0.06799994	1.845	0.865840743	0.740733604	0.006825248	-0.016910491	-0.000630443	-0.192786906	0.005822176
53.67795	0.66	134	1617.526552	88976.35777	0.61927813	1.980287888	1114.28758	0	0.06799994	1.845	0.865663335	0.741144291	0.005295105	-0.123019933	-0.004381787	-0.150018769	0.005811066
53.699175	0.66	134	1617.295392	89010.68732	0.619070793	1.979481737	1111.417666	0	0.06799994	1.845	0.865485982	0.741554927	0.001906966	-0.186683273	-0.006621946	-0.05463531	0.005799982
53.7204	0.66	134	1617.064241	89045.01196	0.618863479	1.978675836	1108.556043	0	0.06799994	1.845	0.865308684	0.74196551	-0.002165049	-0.185470209	-0.006560997	0.060301639	0.005788925
53.741625	0.66	134	1616.833203	89079.3317	0.618656186	1.977870185	1105.702685	0	0.06799994	1.845	0.865131441	0.742376042	-0.005502522	-0.119499723	-0.004208753	0.154758466	0.005777895
53.76285	0.66	134	1616.602453	89113.64653	0.618448916	1.977064783	1102.857566	0	0.06799994	1.845	0.864954252	0.742786522	-0.00693676	-0.011491732	-0.000374879	0.195672237	0.005766891
53.784075	0.66	134	1616.372018	89147.95647	0.618241669	1.976259629	1100.020658	0	0.06799994	1.845	0.864777118	0.743196949	-0.005957722	0.101066111	0.003610102	0.168514996	0.005755914
53.8053	0.66	134	1616.141739	89182.26152	0.618034443	1.975454725	1097.191936	0	0.06799994	1.845	0.86460004	0.743607325	-0.002894878	0.178932676	0.006356658	0.082438082	0.005744963
53.826525	0.66	134	1615.911478	89216.56169	0.61782724	1.974650069	1094.371372	0	0.06799994	1.845	0.864423015	0.74401765	0.001193961	0.194789536	0.006900602	-0.032820322	0.005734039
53.84775	0.66	134	1615.681289	89250.85697	0.617620058	1.973845661	1091.558942	0	0.06799994	1.845	0.864246045	0.744427922	0.004888212	0.14281415	0.005041174	-0.137216131	0.00572314
53.868975	0.66	134	1615.451352	89285.14736	0.617412899	1.973041501	1088.754618	0	0.06799994	1.845	0.86406913	0.744838142	0.006898078	0.040799117	0.001414439	-0.194312011	0.005712268
53.8902	0.66	134	1615.221741	89319.43288	0.617205761	1.972237589	1085.958375	0	0.06799994	1.845	0.86389227	0.74524831	0.006514601	-0.075947909	-0.002724616	-0.183987891	0.005701423
53.911425	0.66	134	1614.992334	89353.71353	0.616998646	1.971433924	1083.170187	0	0.06799994	1.845	0.863715463	0.745658427	0.003859262	-0.166828924	-0.005936513	-0.109517938	0.005690603
53.93265	0.66	134	1614.762966	89387.9893	0.616791552	1.970630507	1080.390027	0	0.06799994	1.845	0.863538711	0.746068491	-0.000154585	-0.200070592	-0.007097801	0.00347083	0.005679809
53.953875	0.66	134	1614.533639	89422.26021	0.616584481	1.969827336	1077.617871	0	0.06799994	1.845	0.863362014	0.746478504	-0.004136158	-0.163822951	-0.005793671	0.11582554	0.005669041
53.9751	0.66	134	1614.304518	89456.52626	0.616377431	1.969024412	1074.853692	0	0.06799994	1.845	0.863185371	0.746888464	-0.006699215	-0.070368213	-0.002465551	0.188436754	0.005658299
53.996325	0.66	134	1614.075723	89490.78744	0.616170403	1.968221735	1072.097465	0	0.06799994	1.845	0.863008782	0.747298373	-0.006944496	0.048050102	0.001738616	0.195846558	0.005647583
54.01755	0.66	134	1613.847175	89525.04377	0.615963397	1.967419303	1069.349164	0	0.06799994	1.845	0.862832247	0.747708229	-0.004774801	0.150357954	0.005360544	0.135162335	0.005636892
54.038775	0.66	134	1613.618699	89559.29526	0.615756413	1.966617118	1066.608765	0	0.06799994	1.845	0.862655766	0.748118034	-0.000932455	0.200896809	0.007137402	0.027159193	0.005626227
54.06	0.66	134	1613.390244	89593.54189	0.615549451	1.965815178	1063.876241	0	0.06799994	1.845	0.862479339	0.748527786	0.003254975	0.181844008	0.006441822	-0.090841321	0.005615588
54.081225	0.66	134	1613.161948	89627.78367	0.61534251	1.965013484	1061.151567	0	0.06799994	1.845	0.862302966	0.748937487	0.006333502	0.099484002	0.003502901	-0.177871925	0.005604974
54.10245	0.66	134	1612.933962	89662.02061	0.615135591	1.964212034	1058.434719	0	0.06799994	1.845	0.862126648	0.749347135	0.007227452	-0.017871521	-0.000669484	-0.203539017	0.005594385
54.123675	0.66	134	1612.70626	89696.25272	0.614928694	1.96341083	1055.725672	0	0.06799994	1.845	0.861950383	0.749756732	0.005614932	-0.129623548	-0.004631957	-0.158626498	0.005583822
54.1449	0.66	134	1612.478671	89730.48	0.614721818	1.96260987	1053.024399	0	0.06799994	1.845	0.861774171	0.750166276	0.002043121	-0.196932185	-0.007007001	-0.05838804	0.005573284
54.166125	0.66	134	1612.251097	89764.70244	0.614514964	1.961809155	1050.330878	0	0.06799994	1.845	0.861598014	0.750575768	-0.002257732	-0.196209333	-0.006961606	0.062642842	0.005562771
54.18735	0.66	134	1612.023635	89798.92006	0.614308131	1.961008684	1047.645082	0	0.06799994	1.845	0.861421911	0.750985208	-0.00579824	-0.127372424	-0.004498977	0.162555697	0.005552284
54.208575	0.66	134	1611.796455	89833.13285	0.61410132	1.960208457	1044.966987	0	0.06799994	1.845	0.861245861	0.751394596	-0.007345596	-0.013975384	-0.000461299	0.206574326	0.005541821
54.2298	0.66	134	1611.569585	89867.34082	0.61389453	1.959408474	1042.296568	0	0.06799994	1.845	0.861069864	0.751803932	-0.006352512	0.10485955	0.003758581	0.179152316	0.005531384
54.251025	0.66	134	1611.342875	89901.54398	0.613687762	1.958608734	1039.633802	0	0.06799994	1.845	0.860893921	0.752213216	-0.003150256	0.187942333	0.00669775	0.089448923	0.005520971
54.27225	0.66	134	1611.116188	89935.74232	0.613481015	1.957809237	1036.978663	0	0.06799994	1.845	0.860718032	0.752622447	0.001162136	0.206287938	0.007330215	-0.031738605	0.005510583
54.293475	0.66	134	1610.889573	89969.93586	0.61327429	1.957009983	1034.331127	0	0.06799994	1.845	0.860542196	0.753031627	0.005095313	0.153217162	0.005424652	-0.142555654	0.00550022
54.3147	0.66	134	1610.663201	90004.12459	0.613067586	1.956210972	1031.691171	0	0.06799994	1.845	0.860366414	0.753440754	0.007283989	0.046769215	0.001628292	-0.204546199	0.005489882
54.335925	0.66	134	1610.43715	90038.30851	0.612860903	1.955412203	1029.058769	0	0.06799994	1.845	0.860190685	0.753849829	0.006960612	-0.076439335	-0.002753235	-0.195990928	0.005479568
54.35715	0.66	134	1610.211306	90072.48765	0.612654242	1.954613676	1026.433898	0	0.06799994	1.845	0.860015009	0.754258852	0.004224055	-0.173815291	-0.006205112	-0.119503642	0.005469279
54.378375	0.66	134	1609.985509	90106.66198	0.612447601	1.953815391	1023.816533	0	0.06799994	1.845	0.859839386	0.754667822	9.43349E-06	-0.211511138	-0.00752696	-0.001233476	0.005459015
54.3996	0.66	134	1609.759752	90140.83153	0.612240982	1.953017349	1021.206651	0	0.06799994	1.845	0.859663817	0.755076741	-0.004231729	-0.17618083	-0.006249929	0.118083391	0.005448775
54.420825	0.66	134	1609.534193	90174.99629	0.612034385	1.952219547	1018.604229	0	0.06799994	1.845	0.8594883	0.755485607	-0.007031505	-0.079689226	-0.002802416	0.197157341	0.005438559
54.44205	0.66	134	1609.308951	90209.15626	0.611827808	1.951421987	1016.009241	0	0.06799994	1.845	0.859312837	0.755894421	-0.007413447	0.044881511	0.001633958	0.208428674	0.005428367
54.463275	0.66	134	1609.08396	90243.31145	0.611621253	1.950624668	1013.421665	0	0.06799994	1.845	0.859137427	0.756303183	-0.005232712	0.154581036	0.005529582	0.147661253	0.0054182
54.4845	0.66	134	1608.859051	90277.46187	0.611414718	1.949827589	1010.841477	0	0.06799994	1.845	0.85896207	0.756711892	-0.001230068	0.211399595	0.007534247	0.035510758	0.005408057
54.505725	0.66	134	1608.634164	90311.60752	0.611208205	1.949030751	1008.268654	0	0.06799994	1.845	0.858786765	0.757120549	0.003220061	0.195430442	0.006944845	-0.08950587	0.005397938
54.52695	0.66	134	1608.409425	90345.7484	0.611001713	1.948234153	1005.703172	0	0.06799994	1.845	0.858611514	0.757529154	0.006581709	0.111830376	0.003951469	-0.184243435	0.005387843
54.548175	0.66	134	1608.184986	90379.8845	0.610795242	1.947437795	1003.145007	0	0.06799994	1.845	0.858436315	0.757937706	0.007687405	-0.010850789	-0.000424066	-0.215815858	0.005377772
54.5694	0.66	134	1607.960833	90414.01585	0.610588792	1.946641677	1000.594137	0	0.06799994	1.845	0.858261169	0.758346206	0.006143262	-0.130428494	-0.004677322	-0.17300182	0.005367725
54.590625	0.66	134	1607.736804	90448.14244	0.610382362	1.945845799	998.0505382	0	0.06799994	1.845	0.858086076	0.758754654	0.002468676	-0.205591091	-0.007338582	-0.070216289	0.005357702
54.61185	0.66	134	1607.512796	90482.26428	0.610175954	1.94505016	995.5141877	0	0.06799994	1.845	0.857911035	0.759163049	-0.002078713	-0.210166721	-0.007480515	0.057352343	0.005347703
54.633075	0.66	134	1607.288889	90516.38136	0.609969567	1.94425476	992.9850625	0	0.06799994	1.845	0.857736047	0.759571393	-0.00593368	-0.142224135	-0.005040859	0.165795556	0.005337727
54.6543	0.66	134	1607.06525	90550.49369	0.6097632	1.943459598	990.4631395	0	0.06799994	1.845	0.857561112	0.759979683	-0.007762153	-0.024846891	-0.000847994	0.217597393	0.005327775
54.675525	0.66	134	1606.841919	90584.60128	0.609556854	1.942664676	987.9483961	0	0.06799994	1.845	0.857386229	0.760387922	-0.006922594	0.101718738	0.003660656	0.194605019	0.005317847
54.69675	0.66	134	1606.618762	90618.70413	0.609350529	1.941869991	985.4408093	0	0.06799994	1.845	0.857211398	0.760796107	-0.003690557	0.193867813	0.006931572	0.104375465	0.005307942
54.717975	0.66	134	1606.395637	90652.80225	0.609144225	1.941075545	982.9403566	0	0.06799994	1.845	0.85703662	0.761204241	0.000832005	0.219656518	0.007830299	-0.022315709	0.00529806
54.7392	0.66	134	1606.172575	90686.89563	0.608937942	1.940281337	980.4470153	0	0.06799994	1.845	0.856861894	0.761612322	0.005092735	0.16986505	0.006034532	-0.141979606	0.005288202
54.760425	0.66	134	1605.949738	90720.98428	0.608731679	1.939487366	977.9607629	0	0.06799994	1.845	0.85668722	0.76202035	0.007621778	0.061275797	0.002149027	-0.213344187	0.005278367
54.78165	0.66	134	1605.727216	90755.0682	0.608525437	1.938693633	975.481577	0	0.06799994	1.845	0.856512599	0.762428326	0.007538628	-0.068993047	-0.002498397	-0.211583038	0.005268556
54.802875	0.66	134	1605.504916	90789.1474	0.608319216	1.937900136	973.0094351	0	0.06799994	1.845	0.85633803	0.76283625	0.004858217	-0.176181704	-0.006310853	-0.136939212	0.005258768
54.8241	0.66	134	1605.282675	90823.22188	0.608113015	1.937106877	970.5443151	0	0.06799994	1.845	0.856163513	0.763244121	0.00048999	-0.223267244	-0.007971045	-0.014752724	0.005249002
54.845325	0.66	134	1605.06047	90857.29165	0.607906834	1.936313854	968.0861946	0	0.06799994	1.845	0.855989048	0.76365194	-0.004070995	-0.193742722	-0.00689612	0.113151318	0.00523926
54.86655	0.66	134	1604.838442	90891.3567	0.607700675	1.935521068	965.6350515	0	0.06799994	1.845	0.855814635	0.764059706	-0.007255903	-0.097388898	-0.00344173	0.2027838	0.005229541
54.887775	0.66	134	1604.616719	90925.41704	0.607494536	1.934728518	963.1908639	0	0.06799994	1.845	0.855640274	0.764467419	-0.007961618	0.032974606	0.001215931	0.223116831	0.005219845
54.909	0.66	134	1604.395259	90959.47268	0.607288417	1.933936204	960.7536096	0	0.06799994	1.845	0.855465965	0.76487508	-0.005932411	0.152676315	0.005480903	0.166813581	0.005210172
54.930225	0.66	134	1604.173899	90993.52362	0.607082319	1.933144126	958.3232669	0	0.06799994	1.845	0.855291708	0.765282689	-0.001851869	0.220501958	0.007884364	0.052855866	0.005200521
54.95145	0.66	134	1603.952561	91027.56986	0.606876241	1.932352284	955.8998138	0	0.06799994	1.845	0.855117502	0.765690244	0.002887743	0.212878481	0.007590249	-0.079865371	0.005190893
54.972675	0.66	134	1603.731351	91061.61141	0.606670184	1.931560676	953.4832286	0	0.06799994	1.845	0.854943349	0.766097748	0.006660732	0.132053627	0.004685598	-0.185828778	0.005181288
54.9939	0.66	134	1603.510423	91095.64826	0.606464147	1.930769304	951.0734897	0	0.06799994	1.845	0.854769247	0.766505198	0.008165542	0.005437254	0.000154955	-0.228494489	0.005171706
55.015125	0.66	134	1603.289787	91129.68043	0.60625813	1.929978166	948.6705755	0	0.06799994	1.845	0.854595197	0.766912596	0.006873418	-0.123703555	-0.004453675	-0.192895301	0.005162146
55.03635	0.66	134	1603.069298	91163.70791	0.606052134	1.929187264	946.2744643	0	0.06799994	1.845	0.854421198	0.767319942	0.003213617	-0.211033477	-0.007557872	-0.090871361	0.005152609
55.057575	0.66	134	1602.848835	91197.73072	0.605846158	1.928396595	943.8851348	0	0.06799994	1.845	0.854247251	0.767727234	-0.001569525	-0.226365652	-0.008083992	0.042877316	0.005143094
55.0788	0.66	134	1602.628456	91231.74885	0.605640203	1.927606161	941.5025657	0	0.06799994	1.845	0.854073355	0.768134474	-0.005839948	-0.164084712	-0.005838087	0.162600925	0.005133601
55.100025	0.66	134	1602.408321	91265.7623	0.605434267	1.92681596	939.1267355	0	0.06799994	1.845	0.853899511	0.768541662	-0.008129513	-0.045181052	-0.001576549	0.227150142	0.005124131
55.12125	0.66	134	1602.188494	91299.77108	0.605228352	1.926025994	936.757623	0	0.06799994	1.845	0.853725719	0.768948797	-0.00764249	0.089833777	0.00324899	0.214112404	0.005114683
55.142475	0.66	134	1601.968862	91333.7752	0.605022457	1.92523626	934.3952072	0	0.06799994	1.845	0.853551977	0.769355878	-0.004531603	0.194735718	0.006986345	0.127580113	0.005105257
55.1637	0.66	134	1601.749278	91367.77466	0.604816582	1.92444676	932.0394669	0	0.06799994	1.845	0.853378287	0.769762908	0.000149953	0.233411984	0.008348397	-0.003137179	0.005095853
55.184925	0.66	134	1601.529743	91401.76946	0.604610727	1.923657493	929.6903812	0	0.06799994	1.845	0.853204648	0.770169884	0.004805406	0.192283487	0.006856017	-0.133449771	0.005086472
55.20615	0.66	134	1601.310405	91435.7596	0.604404893	1.922868459	927.347929	0	0.06799994	1.845	0.853031061	0.770576808	0.00783915	0.085055862	0.003006004	-0.218701598	0.005077112
55.227375	0.66	134	1601.091373	91469.74509	0.604199078	1.922079657	925.0120896	0	0.06799994	1.845	0.852857525	0.770983679	0.008203455	-0.051857829	-0.001894645	-0.229468661	0.005067775
55.2486	0.66	134	1600.872583	91503.72593	0.603993283	1.921291087	922.6828421	0	0.06799994	1.845	0.852684039	0.771390497	0.005759875	-0.171710387	-0.006172709	-0.161702529	0.005058459
55.269825	0.66	134	1600.653875	91537.70213	0.603787509	1.92050275	920.3601658	0	0.06799994	1.845	0.852510605	0.771797263	0.001330827	-0.233382474	-0.008360049	-0.03822604	0.005049165
55.29105	0.66	134	1600.435196	91571.67369	0.603581754	1.919714645	918.0440401	0	0.06799994	1.845	0.852337222	0.772203975	-0.003577567	-0.215482636	-0.00769718	0.098963589	0.005039893
55.312275	0.66	134	1600.216664	91605.64061	0.60337602	1.918926771	915.7344444	0	0.06799994	1.845	0.85216389	0.772610635	-0.007287844	-0.123752776	-0.004396449	0.202984756	0.005030642
55.3335	0.66	134	1599.998421	91639.60289	0.603170305	1.918139128	913.4313583	0	0.06799994	1.845	0.851990608	0.773017242	-0.008524405	0.010779901	0.000426188	0.23809021	0.005021414
55.354725	0.66	134	1599.780454	91673.56054	0.60296461	1.917351717	911.1347612	0	0.06799994	1.845	0.851817378	0.773423796	-0.0068517	0.142307154	0.00512879	0.191941756	0.005012207
55.37595	0.66	134	1599.562614	91707.51357	0.602758935	1.916564537	908.8446328	0	0.06799994	1.845	0.851644198	0.773830297	-0.002827006	0.225840622	0.008102572	0.0799294	0.005003021
55.397175	0.66	134	1599.344801	91741.46197	0.60255328	1.915777587	906.5609528	0	0.06799994	1.845	0.851471069	0.774236745	0.002185601	0.232594962	0.008322093	-0.05997151	0.004993857
55.4184	0.66	134	1599.127087	91775.40576	0.602347645	1.914990868	904.2837011	0	0.06799994	1.845	0.851297991	0.774643141	0.006477835	0.159894742	0.005698401	-0.180082756	0.004984714
55.439625	0.66	134	1598.909628	91809.34492	0.60214203	1.914204379	902.0128574	0	0.06799994	1.845	0.851124963	0.775049483	0.008579395	0.032199609	0.001113671	-0.239272436	0.004975593
55.46085	0.66	134	1598.692468	91843.27947	0.601936434	1.913418121	899.7484016	0	0.06799994	1.845	0.850951987	0.775455773	0.007761328	-0.107135564	-0.003875785	-0.217032732	0.004966493
55.482075	0.66	134	1598.475484	91877.20942	0.601730858	1.912632092	897.4903139	0	0.06799994	1.845	0.85077906	0.775862009	0.004288334	-0.210585988	-0.007568004	-0.120570586	0.004957414
55.5033	0.66	134	1598.258542	91911.13476	0.601525302	1.911846293	895.2385742	0	0.06799994	1.845	0.850606184	0.776268193	-0.00066714	-0.242664371	-0.008695842	0.017535541	0.004948357
55.524525	0.66	134	1598.04166	91945.05549	0.601319765	1.911060723	892.9931626	0	0.06799994	1.845	0.850433359	0.776674324	-0.005421034	-0.192083919	-0.006861465	0.150347905	0.00493932
55.54575	0.66	134	1597.824988	91978.97163	0.601114248	1.910275382	890.7540594	0	0.06799994	1.845	0.850260584	0.777080401	-0.008350086	-0.075711608	-0.002676014	0.232524991	0.004930305
55.566975	0.66	134	1597.60862	92012.88317	0.600908751	1.909490271	888.5212448	0	0.06799994	1.845	0.85008786	0.777486426	-0.008445906	0.067067168	0.002444371	0.235795478	0.00492131
55.5882	0.66	134	1597.392476	92046.79011	0.600703273	1.908705388	886.2946991	0	0.06799994	1.845	0.849915185	0.777892398	-0.00566167	0.187685889	0.006757973	0.158671511	0.004912337
55.609425	0.66	134	1597.176403	92080.69248	0.600497815	1.907920734	884.0744028	0	0.06799994	1.845	0.849742561	0.778298316	-0.000932374	0.244916998	0.00878994	0.0270683	0.004903384
55.63065	0.66	134	1596.960367	92114.59025	0.600292377	1.907136308	881.8603363	0	0.06799994	1.845	0.849569988	0.778704182	0.004139518	0.218955246	0.007836246	-0.1144145	0.004894453
55.651875	0.66	134	1596.74449	92148.48345	0.600086958	1.90635211	879.6524802	0	0.06799994	1.845	0.849397464	0.779109994	0.007827238	0.118256154	0.004207061	-0.217612639	0.004885542
55.6731	0.66	134	1596.528904	92182.37206	0.599881558	1.90556814	877.450815	0	0.06799994	1.845	0.849224991	0.779515754	0.008867493	-0.023226629	-0.000874422	-0.247190666	0.004876652
55.694325	0.66	134	1596.313581	92216.2561	0.599676178	1.904784397	875.2553215	0	0.06799994	1.845	0.849052567	0.77992146	0.00689283	-0.157499116	-0.005684584	-0.192730017	0.004867782
55.71555	0.66	134	1596.098372	92250.13557	0.599470817	1.904000882	873.0659803	0	0.06799994	1.845	0.848880194	0.780327113	0.00256074	-0.238810154	-0.008584109	-0.072380133	0.004858934
55.736775	0.66	134	1595.883192	92284.01048	0.599265476	1.903217594	870.8827723	0	0.06799994	1.845	0.848707871	0.780732713	-0.00266565	-0.239234507	-0.008576452	0.073200959	0.004850105
55.758	0.66	134	1595.668123	92317.88081	0.599060154	1.902434534	868.7056783	0	0.06799994	1.845	0.848535597	0.78113826	-0.007011988	-0.158250067	-0.005649858	0.194589628	0.004841298
55.779225	0.66	134	1595.453313	92351.74659	0.598854852	1.9016517	866.5346793	0	0.06799994	1.845	0.848363374	0.781543754	-0.008995074	-0.02302901	-0.000785705	0.250375228	0.00483251
55.80045	0.66	134	1595.238793	92385.60781	0.598649569	1.900869092	864.3697563	0	0.06799994	1.845	0.8481912	0.781949194	-0.007928686	0.120689697	0.00437095	0.22127824	0.004823744
55.821675	0.66	134	1595.024437	92419.46448	0.598444305	1.900086711	862.2108903	0	0.06799994	1.845	0.848019077	0.782354582	-0.00416046	0.224076646	0.008067905	0.116797543	0.004814997
55.8429	0.66	134	1594.810119	92453.3166	0.598239061	1.899304557	860.0580625	0	0.06799994	1.845	0.847847002	0.782759916	0.001041755	0.251798775	0.009041072	-0.02789996	0.004806271
55.864125	0.66	134	1594.595871	92487.16417	0.598033835	1.898522628	857.9112541	0	0.06799994	1.845	0.847674978	0.783165197	0.005916799	0.194083267	0.006946292	-0.163825312	0.004797565
55.88535	0.66	134	1594.38184	92521.00719	0.597828629	1.897740924	855.7704462	0	0.06799994	1.845	0.847503003	0.783570424	0.008806499	0.070143306	0.00248032	-0.244755496	0.004788879
